,user,business_id,business_name,address,city,state,postal_code,stars,hyperlink,Model
42,Diana,Al8y5FTs9tW5VsxTVy9ZMg,Alyan's Restaurant,603 S 4th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Y30mTgjTwml5bdM5YZoy4A.jpg,Content Recommendation
43,Diana,zGD1PUe6bksPqx5XUqGUIQ,Al's Corner Deli and Catering Services,7940 Torresdale Ave,Philadelphia,PA,19136.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
44,Diana,tGzu2uZYz0Yqh5F0H9jmFQ,Currito,8000 Essington Ave,Philadelphia,PA,19153.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
45,Diana,A1utw9hMuqzAi0w_gy0NkA,Vino’s Pizza,408 Germantown Pike,Lafayette Hill,PA,19444.0,3.5,https://storage.googleapis.com/2024capstone51/photos/mlIGG80CBSjC8WWsU9kXPw.jpg,Content Recommendation
46,Diana,Y15G303S-TZh1xJQoxyGbg,Peppino’s,449 W Butler Ave,Chalfont,PA,18914.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
47,Diana,Ln0dbLfCTCW0wdRrkIf7Vw,The Orient Chinese Restaurant,414 South Broadway,Pennsville,NJ,8070.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
48,Allison,8-1vYscR7TNGF7LcJeNZBQ,Tony Roni's Pizza Roxborough,"499 Domino Ln, Ste 4350",Philadelphia,PA,19128.0,3.5,https://storage.googleapis.com/2024capstone51/photos/VQLOzxKs81MVvIvCvnthMw.jpg,Content Recommendation
49,Allison,Nkcu2EdGt34fhUHyKEjXMQ,Lai Thai Cuisine,200 White Horse Rd,Voorhees,NJ,8043.0,4.0,https://storage.googleapis.com/2024capstone51/photos/MDJBQfc9HOquh9vhNDViBw.jpg,Content Recommendation
50,Allison,JwUu2KahLe3WraLvHkzQMQ,Tabouli Middle Eastern Restaurant,120 Coulter Ave,Ardmore,PA,19003.0,4.5,https://storage.googleapis.com/2024capstone51/photos/xf-tJ0L5EKXcFkNOBlvHiQ.jpg,Content Recommendation
51,Allison,Ixr2-GfYKatXdq1rZnfHiA,Ruby Thai,132 Christiana Mall,Newark,DE,19702.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
52,Allison,tGzu2uZYz0Yqh5F0H9jmFQ,Currito,8000 Essington Ave,Philadelphia,PA,19153.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
53,Allison,i_ebZdLk-SePyN6VQYdL-g,Fattoush,182 Lancaster Ave,Malvern,PA,19355.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Uq51hUlEgWIcq1qRpVPcmg.jpg,Content Recommendation
54,Allison,_cLvP8QTNxeJiF17YUC90Q,Ming Garden,15 Kugler Rd,Limerick,PA,19468.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
55,Allison,UqYTMszykplowYci8YF_Lg,The Coffee Station,3518 Foulk Rd,Garnet Valley,PA,19061.0,3.5,https://storage.googleapis.com/2024capstone51/photos/3VnVph8hcOyEmXNvGQFW5g.jpg,Content Recommendation
56,Yvonne,3Z59UMun90xRiSU1XX8rhQ,Asian Taste Inn,2160 County Line Rd,Huntingdon Valley,PA,19006.0,4.0,https://storage.googleapis.com/2024capstone51/photos/UcnzHrHK8P6TYQHmkTY8cA.jpg,Content Recommendation
57,Yvonne,cZ9Kaebb2Epq15_JWzPHbQ,US Fried Chicken,1-C South Pennsylvania Ave,Morrisville,PA,19067.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
58,Yvonne,2nVKU0JJRndLPg46-Pdeug,Jacquette's Bakery,2076 Sproul Rd,Broomall,PA,19008.0,4.0,https://storage.googleapis.com/2024capstone51/photos/GrLCu6iaTM0BnZ1cRS951w.jpg,Content Recommendation
59,Yvonne,2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,1523 E Susquehanna Ave,Philadelphia,PA,19125.0,4.0,https://storage.googleapis.com/2024capstone51/photos/qcPcyvaPjn3q_KbZWtPe7Q.jpg,Content Recommendation
60,Yvonne,NAqhpVl3LLZQd_Ohsbjw1Q,Haddon Culinary,741 Haddon Ave,Collingswood,NJ,8108.0,5.0,https://storage.googleapis.com/2024capstone51/photos/eqOLumMSAcXyEOm2lynnMw.jpg,Content Recommendation
61,Yvonne,EUlSBUUuaPVQ7NftUbyf8A,Charlies Country Ribs,2528 W Diamond St,Philadelphia,PA,19121.0,3.5,https://storage.googleapis.com/2024capstone51/photos/aZ4n7CCBksLUoVGwF0mbeA.jpg,Content Recommendation
62,Yvonne,64ZTP8UF65KFtf9Xsn7rFQ,Sunflour Bakeshop,3131 Hwy 38,Mount Laurel,NJ,8054.0,4.5,https://storage.googleapis.com/2024capstone51/photos/onFGP4gUBpIyvf6oe8cR3w.jpg,Content Recommendation
63,Yvonne,UrYj-HI2I61BK_nsPEa_QQ,Starbucks,2201-2219 South Broad St,Philadelphia,PA,19148.0,3.5,https://storage.googleapis.com/2024capstone51/photos/OZAOmf2QAk7w1bSVu3salQ.jpg,Content Recommendation
64,Gutsy,sWPnsdr580BiXjUwUTQK4A,Redberry Nj,"086180000 Ewing, Ste 200A",Ewing Township,NJ,8618.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
65,Gutsy,aNNCjIDnTxn3YXRa4SnzYA,Vesper Sporting Club - Center City,223 S Sydenham St,Philadelphia,PA,19102.0,3.5,https://storage.googleapis.com/2024capstone51/photos/EKJ_g2qrm9fwnYWnTgk7Vg.jpg,Content Recommendation
66,Gutsy,uDUlCOZPyjPItSZYvVgYqA,Boardroom Spirits,575 W 3rd St,Lansdale,PA,19446.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Wr9eeGXwy6udV3FohpTx-Q.jpg,Content Recommendation
67,Gutsy,PWlShgXsJ8Yj3ucD7n8kdA,The Ranstead Room,2013 Ranstead St,Philadelphia,PA,19103.0,4.0,https://storage.googleapis.com/2024capstone51/photos/4f6RgpqpRh60UTan1SVxgw.jpg,Content Recommendation
68,Gutsy,UrYsjkCWx21pn1arrYq9iA,Hookah Matata,27 W Gay St,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/WEJbzodDcjLv0OGXY6--XA.jpg,Content Recommendation
69,Gutsy,EIj6irQyq2Oeq219EkFynw,Brasil's Nightclub,112 Chestnut St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/R7eZ2wyMdGSI6l2hJcPxZg.jpg,Content Recommendation
70,Gutsy,KdmepBjShqm-8twsvA3Q7A,Gaetano's the Original,498 Beverly Rancocas Rd,Willingboro Township,NJ,8046.0,3.5,https://storage.googleapis.com/2024capstone51/photos/z5tml6xkkD0DMqREBHlq9w.jpg,Content Recommendation
71,Gutsy,nzyWbORYOI8NYA7cLKeENA,The Nut Hut Saloon,1873 Frankford Ave,Philadelphia,PA,19125.0,3.5,https://storage.googleapis.com/2024capstone51/photos/lra2XePEjZMqT53WJ-9YFQ.jpg,Content Recommendation
72,Tawana,joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,128 N Wayne Ave,Wayne,PA,19087.0,4.5,https://storage.googleapis.com/2024capstone51/photos/TgjLpBV1Ke3B6-3ciLKu0A.jpg,Content Recommendation
73,Tawana,HfOLOAYMKNUer3eXXTLHew,Vanos Pizza & Italian Restaurant,1387 E Boot Rd,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
74,Tawana,mTeNbKb9idbGoKJswtU_mA,Sarappos Pizza,3328 Bristol Rd,Bensalem,PA,19020.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
75,Tawana,Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,1400 Parkway Ave,Ewing,NJ,8628.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
76,Tawana,agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,711 Locust St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Yam0gVr2W5RaO290IGLC0Q.jpg,Content Recommendation
77,Tawana,j99PtxlKTW_u5alE4jiqHQ,Ralphs Italian Restaurant,760 S 9th St,Philadelphia,PA,19147.0,3.5,https://storage.googleapis.com/2024capstone51/photos/i3ndVaFJlrIUN6iNFfO_VQ.jpg,Content Recommendation
78,Tawana,uoMWvXch6sWnI9FMsE_-Vg,Cafe Napoli Restaurant & Pizzeria,4391 Kirkwood Hwy,Wilmington,DE,19808.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
79,Tawana,-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917.0,4.0,https://storage.googleapis.com/2024capstone51/photos/t_ALrn46VXOhfATn98Le8g.jpg,Content Recommendation
80,Angela,_viN7fnFJaaF6yC1HxJ_Xg,Agape Bakery,1222 Welsh Rd,North Wales,PA,19454.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
81,Angela,ehD-O_CRf7LYvoMIajh71w,Wayside Market,469 S Old Middletown Rd,Media,PA,19063.0,4.5,https://storage.googleapis.com/2024capstone51/photos/wiPIgl-7iy-TFRDEUMDsLw.jpg,Content Recommendation
82,Angela,1BihbEi39AE_nBBdBHwmng,Aavya Indian Cuisine,"201 2nd Ave, Unit 109",Collegeville,PA,19426.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
83,Angela,SKGGa_vtZtSOyX0JZ4AJbg,Amelia,49 W Ferry St,New Hope,PA,18938.0,4.0,https://storage.googleapis.com/2024capstone51/photos/7kS7DVkLGnCvLb0sHG503Q.jpg,Content Recommendation
84,Angela,w_JNBcdRer2wZlKMiC4hHA,Flannel,1819 E Passyunk Ave,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/QQrZB8QnvVWt_43U2_nh_w.jpg,Content Recommendation
85,Angela,Q_pHfuSpVEIVfjJLUSTu3g,Faragalli's Bakery,1400 S 13th St,Philadelphia,PA,19147.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
86,Angela,wLlaYLBd1KygXqg1YHs_Mg,Mod India Restaurant,1110 Baltimore Pike,Glen Mills,PA,19342.0,4.5,https://storage.googleapis.com/2024capstone51/photos/IvyDVPR2HI4NGosqvoz8fw.jpg,Content Recommendation
87,Angela,1gafERYgGda_APaUC6jZMg,PLNT Burger,1575 The Fairway,Jenkintown,PA,19046.0,3.5,https://storage.googleapis.com/2024capstone51/photos/PBU0YfkclpDVbH3d0fyisw.jpg,Content Recommendation
88,Miss,agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,711 Locust St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Yam0gVr2W5RaO290IGLC0Q.jpg,Content Recommendation
89,Miss,Rh5lgaOjOeHIUSBpI20llw,La Fuente Mexican Grill,"23206 Columbus Rd, Ste C",Mansfield,NJ,8022.0,3.5,https://storage.googleapis.com/2024capstone51/photos/PYGVdwVLpt7oQEljkJ-anA.jpg,Content Recommendation
90,Miss,OEzYP44ER97a1hi4LgR6bA,QDOBA Mexican Eats,1054 Baltimore Pike,Springfield,PA,19064.0,3.5,https://storage.googleapis.com/2024capstone51/photos/UprENmvpeLL8hHzNTkpmUA.jpg,Content Recommendation
91,Miss,dIwOZoxwSpPUV3eMYFzPqw,El Guero  Mexican Food Truck,1256 W Montgomery Ave,Philadelphia,PA,19122.0,5.0,https://storage.googleapis.com/2024capstone51/photos/57vkSvF3HQP8gyQgStcodA.jpg,Content Recommendation
92,Miss,TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 S 8th St,Philadelphia,PA,19147.0,4.5,https://storage.googleapis.com/2024capstone51/photos/ES_zA9pfrXRBUp_-cnmcwg.jpg,Content Recommendation
93,Miss,UNWb37aMC3nuWdszceGMxg,Tiffin Bryn Mawr,847 Lancaster Ave,Bryn Mawr,PA,19010.0,3.5,https://storage.googleapis.com/2024capstone51/photos/6EltpoTLZkNCgo3ViHQEOA.jpg,Content Recommendation
94,Miss,zwXT4m9svdg-xh2cKjEp-Q,Plaza Azteca - Kennett Square,186 Onix Dr,Kennett Square,PA,19348.0,3.5,https://storage.googleapis.com/2024capstone51/photos/b1NpXtCOSPscYHPrL6hxOA.jpg,Content Recommendation
95,Miss,Kd1rSxzR4IsvdPH1Z2cKTQ,New Britain Inn,376 W Butler Ave,Doylestown,PA,18901.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
96,Andrew,GAuweBrcC_wK3a0UhZjwfA,Loco Pez,2401 E Norris St,Philadelphia,PA,19125.0,4.0,https://storage.googleapis.com/2024capstone51/photos/S9Xlj9dO-ZBK2k6h6WxMWg.jpg,Content Recommendation
97,Andrew,NUJrCPU51Cvip4ayZD1P5g,Jose Pistola's,263 S 15th St,Philadelphia,PA,19102.0,3.5,https://storage.googleapis.com/2024capstone51/photos/HImeOO-8qp1u9retUF3H6g.jpg,Content Recommendation
98,Andrew,mWMc6_wTdE0EUBKIGXDVfA,Perkiomen Valley Brewery,101 Walnut St,Green Lane,PA,18054.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
99,Andrew,BzQiDngZIG0MfbjJFg-yUQ,The Post,129 S 30th St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/v3ZK1k98MXEdVTNijSEM_A.jpg,Content Recommendation
100,Andrew,5XXFFeHDa-lb-OcXGDKXpg,Bartaco,"160 N Gulph Rd, Ste C1100",King of Prussia,PA,19406.0,4.5,https://storage.googleapis.com/2024capstone51/photos/jfDE0IMvswz5_bQgUDGO6g.jpg,Content Recommendation
101,Andrew,Hv7e5Csyo4pfX60JtBPj3A,NetCost Market,2417 Welsh Rd,Philadelphia,PA,19114.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
102,Andrew,cXfQ9MqoG41RGd8oIaFxag,Palm Tree Gourmet,322 N Broad St,Philadelphia,PA,19102.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
103,Andrew,pgri9CUZXGy9hi6UMMQR6A,Louie Louie,3611 Walnut St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/iR8BJnLRIEifRKyDuP_iew.jpg,Content Recommendation
104,Amanda,G7dzr2QSLjZqf4D3Vr4msA,Three Potato Four,,Media,PA,19063.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
105,Amanda,9gOB2Tqc_LtvSRDxviFlHA,LaScala's Fire,"500 Rte 73 S, Ste E-14",Marlton,NJ,8053.0,4.0,https://storage.googleapis.com/2024capstone51/photos/UXU7Pm0fmKFaviVp4NO2bg.jpg,Content Recommendation
106,Amanda,gHuMBv4kPMZ_TP8FhN8ySw,Pierogi Factory,9965 Bustleton Ave,Philadelphia,PA,19115.0,4.5,https://storage.googleapis.com/2024capstone51/photos/9Mr-XO0Tp1OFZxRyDFgXxQ.jpg,Content Recommendation
107,Amanda,1Udx96kKBSHZhiy51mKtgQ,Byrsa Bistro Kennett,127 East State St,Kennett Square,PA,19348.0,4.5,https://storage.googleapis.com/2024capstone51/photos/XkCcn2WaaHRVW0Rc6B7wDA.jpg,Content Recommendation
108,Amanda,K9WeFqsGnQXTPFskzYCPAw,Lali Restaurant,744 Red Lion Rd,Philadelphia,PA,19115.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Tmu3PFWGnaay3dyM7k61Bw.jpg,Content Recommendation
109,Amanda,yC5-vAGP8f3fHVClI5hmwA,Dutch Country Farm Market,3190 Schuylkill Rd,Spring City,PA,19475.0,4.5,https://storage.googleapis.com/2024capstone51/photos/DbE3SfDUmLJMZTMbgt24zQ.jpg,Content Recommendation
110,Amanda,OVZFGt5DsZKhlFA9cC8Acg,Target,160 W Dekalb Pike,King of Prussia,PA,19406.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
111,Amanda,JTfThloapiNtmItaDvCMJA,Dew Point Brewing Company,2878 Creek Rd,Yorklyn,DE,19736.0,4.5,https://storage.googleapis.com/2024capstone51/photos/QTlHGRFBn8TSFUESPAHFkQ.jpg,Content Recommendation
112,Cat,wY1kNLhJmt8bXPca-gNjIg,Wing Lee Cuisine,"537 Easton Rd, Ste 3",Horsham,PA,19044.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
113,Cat,ZDg4siM2zLF4Rt8ZTqR8BA,John's Village Market & Deli,1 Pennsylvania Ave,Wayne,PA,19087.0,4.0,https://storage.googleapis.com/2024capstone51/photos/59NeVQK3dDdwI4fqH3HCRA.jpg,Content Recommendation
114,Cat,d8X3YfaxDcPM_CGJB1t5rw,Thai Fusion Kitchen,1600 Macdade Blvd,Folsom,PA,19033.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
115,Cat,V91WJMgeM4IdJERaNGFPUQ,Lake House,611 Taylor Rd,Newfield,NJ,8344.0,3.5,https://storage.googleapis.com/2024capstone51/photos/H3wKLs7w8pdDe4iNt3FrKg.jpg,Content Recommendation
116,Cat,s9__MGvr-D6mj9HT8xRVtQ,Lemon Tree Asian Restaurant,520 Simpson Dr,Chester Springs,PA,19425.0,4.5,https://storage.googleapis.com/2024capstone51/photos/dE6rEc3KRCxANFztUMyYgw.jpg,Content Recommendation
117,Cat,pFMGXlE1NwEXYPBgw3kRnA,Southern Inn,5741 Woodland Ave,Philadelphia,PA,19143.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
118,Cat,v7ibuvyZutqZ7pjMCH1exg,Frank's Spaghetti House,7602 Castor Ave,Philadelphia,PA,19152.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
119,Cat,yQFHhWKAr2f8LNQvq-8NxQ,Brown Bag Deli and Grocery,301 E 9th St,Wilmington,DE,19801.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Fy13SiTcHSZBx5CRMDIAsA.jpg,Content Recommendation
120,Bill,HfOLOAYMKNUer3eXXTLHew,Vanos Pizza & Italian Restaurant,1387 E Boot Rd,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
121,Bill,QWF_PoD4PthsYsq2Tk0GEQ,Eastern Dragon Chinese & Japanese Restaurant,830 Upper State Rd,North Wales,PA,19454.0,3.5,https://storage.googleapis.com/2024capstone51/photos/gn80uDOE6qsJsLmK9QUXiA.jpg,Content Recommendation
122,Bill,YCwWrnOh8qUmQbgQ4p02AA,Alfredo's Pizza,2900 W Chester Pike,Broomall,PA,19008.0,4.5,https://storage.googleapis.com/2024capstone51/photos/XNrUofb0Vxde37ET1k-rbQ.jpg,Content Recommendation
123,Bill,9wSJ2hu_ALVSPfuk7N9O8Q,Sicilian Trattoria,7901 High School Rd,Elkins Park,PA,19027.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
124,Bill,XBdaG2kQ2Iz9VNGPZokjYg,Maria's Ristorante on Summit,8100 Ridge Ave,Philadelphia,PA,19128.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
125,Bill,E3TC9K21K7jaDM2Kv0qb0Q,Papa Luigi Pizza,11 Village Center Dr,Swedesboro,NJ,8085.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
126,Bill,7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,114 Levering St,Philadelphia,PA,19127.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
127,Bill,TWcmQ_3OAuQ4CWlgcN7cUw,Glenside Pizza,274 N Keswick Ave,Glenside,PA,19038.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
128,Sarah,F_p-pLonAAzzOSnTLdJMtw,Frangelli's Bakery,847 W Ritner St,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/J1LkJqoE-l43qCrw6KiOeg.jpg,Content Recommendation
129,Sarah,1_BzX6o0O6w_9yx9NczMrg,Wawa,6701 Ridge Ave,Philadelphia,PA,19128.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
130,Sarah,Rh5lgaOjOeHIUSBpI20llw,La Fuente Mexican Grill,"23206 Columbus Rd, Ste C",Mansfield,NJ,8022.0,3.5,https://storage.googleapis.com/2024capstone51/photos/PYGVdwVLpt7oQEljkJ-anA.jpg,Content Recommendation
131,Sarah,53KCCiwnJxAiOcjCPUi5nA,Reanimator Coffee,4705 Pine St,Philadelphia,PA,19143.0,4.0,https://storage.googleapis.com/2024capstone51/photos/7U_HCbzNDOslspUWbIh9ZA.jpg,Content Recommendation
132,Sarah,WQzQvusL15qZMxKlQq4CDA,Point Breakfast Restaurant,1438 Point Breeze Ave,Philadelphia,PA,19146.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
133,Sarah,q4AxwoWQs6rk2nkWJuYZIA,Triangle Tavern,1338 S 10th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/u85hfBsrbXBC7bcYxAfbhw.jpg,Content Recommendation
134,Sarah,-HewctWQ0P3HqKCr76bU-g,Dawson Street Pub,100 Dawson St,Philadelphia,PA,19127.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
135,Sarah,v5ZoTXPY_2es8GfuVDq5dw,Our Place Restaurant,2036 Swamp Pike,Gilbertsville,PA,19525.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
136,Harriett,gA6fsMPkVswDxuacdZBzUA,Express Kabob & Grill,2327 Cottman Ave,Philadelphia,PA,19149.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
137,Harriett,cwSlDlrmK1qlOWH9zDuNKQ,Domino's Pizza,"27 N Maple Ave, Ste 5",Marlton,NJ,8053.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
138,Harriett,NmvKXWmNH_cFnBEosho-Uw,The Orangery at Glen Isle,130 S Lloyd Ave,Downingtown,PA,19335.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
139,Harriett,b3bTU1phXWm6WYV8NpWnnA,Pete's Pizza & Italian Grill,604 W Kings Hwy,Mount Ephraim,NJ,8059.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
140,Harriett,NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,7235 Rising Sun Ave,Philadelphia,PA,19111.0,4.5,https://storage.googleapis.com/2024capstone51/photos/--lRwPamtV4WMbl3MMhRCw.jpg,Content Recommendation
141,Harriett,EROSyhoWNCUH53NrDrsHgQ,Mary's Kountry Kitchen,222 Main St,Wilmington,DE,19804.0,4.0,https://storage.googleapis.com/2024capstone51/photos/aN8PFUpPKTx_I6iMRJV93g.jpg,Content Recommendation
142,Harriett,rF0xI_3jjlsEKp3N0Z0BuQ,Trattoria Totaro,639 Spring Mill Ave,Conshohocken,PA,19428.0,4.0,https://storage.googleapis.com/2024capstone51/photos/KSJM7rohZhKsJXjG26OXlA.jpg,Content Recommendation
143,Harriett,KcTLv46oThYuSujjb4EfEA,Asian Cafe,"550 Kimberton Rd, Ste 10",Phoenixville,PA,19460.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
144,H,KkpAwKzn5olmxH2K2GauNw,Pica's Restaurant,1233 W Chester Pike,West Chester,PA,19382.0,3.5,https://storage.googleapis.com/2024capstone51/photos/YE1hOOYNGDqJWHdrkJ0C6g.jpg,Content Recommendation
145,H,LWs6JpARSmR4CiFR-lQQYQ,Mommie Joe's,1036 S Broad St,Trenton,NJ,8611.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Nbw4bmC6H2DlZW7mve2hgA.jpg,Content Recommendation
146,H,W_Op-lMTgwsJ840YIbUzDw,Villa Rosa Pizza & Restaurant,41 Scotch Rd,Trenton,NJ,8628.0,3.5,https://storage.googleapis.com/2024capstone51/photos/PuQrC2XFy6BoC-yEXFWfKg.jpg,Content Recommendation
147,H,OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,56 S 2nd St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/OyhDtoLDD640BGlJGGIkug.jpg,Content Recommendation
148,H,E0AKqwkebF15_hvzNSyGlQ,P. J. Clarke's,601 Walnut St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/nCzrAmlFdCgofkMlOIyUlQ.jpg,Content Recommendation
149,H,IBKZJ_0HK8xUclWYiqqvKw,Kooma,201 Main St,King of Prussia,PA,19406.0,4.0,https://storage.googleapis.com/2024capstone51/photos/H4GWuBCMLgQionBObEqPiQ.jpg,Content Recommendation
150,H,66Xlt-k1ZhVVq1ql6fX30A,Knishes & Dishes,545-547 Germantown Pike,Lafayette Hill,PA,19444.0,3.5,https://storage.googleapis.com/2024capstone51/photos/oxk2i1N7_nQ82nxt7tszvA.jpg,Content Recommendation
151,H,fcJp711HfLAkPEgWi_GZ0Q,The Langhorne Brewing Company,1558 W Maple Ave,Langhorne,PA,19047.0,3.5,https://storage.googleapis.com/2024capstone51/photos/NStYArRHLawx3FnHWMmsqA.jpg,Content Recommendation
152,Michelle,rRtVevRah3xYk4nunzzajA,Riverview Inn,60 Main St,Pennsville,NJ,8070.0,3.5,https://storage.googleapis.com/2024capstone51/photos/n-_N0PpQYKKkpLEQtePiSw.jpg,Content Recommendation
153,Michelle,3oqf6HgS2B9l0f_9bz2ixA,Grindstone Restaurant,348 S Main St,Williamstown,NJ,8094.0,4.0,https://storage.googleapis.com/2024capstone51/photos/-nOFPnSa0xXgBYrZHoGkIA.jpg,Content Recommendation
154,Michelle,kL98j83h3QFUoSBBevCHOw,Tap Room On 19th,2400 S 19th St,Philadelphia,PA,19145.0,4.0,https://storage.googleapis.com/2024capstone51/photos/qnZ43WVLiAzSk37hqPwRqA.jpg,Content Recommendation
155,Michelle,2zSQu6_cLgWAVbZ2LbSLBA,Chick-fil-A,2204 S Columbus Blvd,Philadelphia,PA,19148.0,4.0,https://storage.googleapis.com/2024capstone51/photos/VrN1MTFIa90W2i0Jb4m8VA.jpg,Content Recommendation
156,Michelle,Q8AUWao-MDKhhvd6ncqoxA,Maize Restaurant,519 W Walnut St,Perkasie,PA,18944.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
157,Michelle,yMcd4ZuCDMAhatu5MkAaSA,Quig's Pizza,315 N York Rd,Hatboro,PA,19040.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
158,Michelle,zVBmtn81Hf1O6Cm5uPru5w,Lit Cigar Lounge,"617 Auburn Ave, Ste 403",Swedesboro,NJ,8085.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
159,Michelle,DZglT5FP5VNDQJU3PuRIHw,La Calaca Feliz,2321 Fairmount Ave,Philadelphia,PA,19130.0,4.0,https://storage.googleapis.com/2024capstone51/photos/G7j_pjXHivQiwI3YMeG74g.jpg,Content Recommendation
