business_id,name,address,city,state,postal_code,stars,hyperlink,Model
Q0ayjrBIzL5sE4qyWbBcdQ,Aunt Berts's Kitchen Too,1-29 S White Ave,Berlin,NJ,8009.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
XH2RHQZRcLd_-dj-hv_iVw,Clara Burton Service Area,1 Clara Burton Ln,Oldmans Township,NJ,8067.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
8kvrq98-vEojtSETUsDamA,Lale Gourmet Kebab,2 Penn Center Concourse,Philadelphia,PA,19102.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Pk8wDjFerE25edYymxRDPg,Stenton Pizza,7171 Stenton Ave,Philadelphia,PA,19138.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
gURYXlGgcYAmKI48jvFUxQ,Wing & Hing Restaurant,15 S Broadway,Gloucester City,NJ,8030.0,2.5,https://storage.googleapis.com/2024capstone51/photos/UTumQsSoOEomrjK-tfmlLg.jpg,New Content
AWG6bmKsz-VWrgFfgGK8Cw,Farm Shop Deli,3905 State Rd,Drexel Hill,PA,19026.0,5.0,https://storage.googleapis.com/2024capstone51/photos/UUaWDkpahld-YhUx44dVaw.jpg,New Content
CcP-Xzb9HdZU63yW3YAVoA,Top Taste 2,7252 Elmwood Ave,Philadelphia,PA,19142.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
VgLZznl7Mj732MSgsnCiXA,The Loft at Sweet Water Featuring Tapped Out,2554 Geryville Pike,Pennsburg,PA,18073.0,3.5,https://storage.googleapis.com/2024capstone51/photos/w9L0zmw3gd2THid4BbawFQ.jpg,New Content
9ZL_iQiLTPTOMm6nDLVCAw,Bryn Mawr Pizza II,7572 Haverford Ave,Philadelphia,PA,19151.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
eOdJgsNyROi8TDV-F-_juA,Wawa,882 Glassboro Rd,Williamstown,NJ,8094.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
nz5RN5C4ezvsKDyVu2pSLA,MrBeast Burger,1320 Spring Garden St,Philadelphia,PA,19123.0,3.0,https://storage.googleapis.com/2024capstone51/photos/pfhQpNtpPULUdLRiABaVEw.jpg,New Content
2vbbxo8E4z_41e9E3WgNRw,Play2,1526 Packer Ave,Philadelphia,PA,19145.0,3.0,https://storage.googleapis.com/2024capstone51/photos/WiR1dHxTHQ2OwgwmI4XKRA.jpg,New Content
hWGMdTAvBJYQC8_scQv4Bg,QQ Deli Market,1231 Race St,Philadelphia,PA,19107.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
pYs54pWZ_ajw_c92ptzB3Q,Lightbox Cafe,704 S 4th St,Philadelphia,PA,19147.0,5.0,https://storage.googleapis.com/2024capstone51/photos/msA7w64YC0icfWQ6KA3IAw.jpg,New Content
RmGrmzGAx7bmCa4t3T1YEg,Super Wok,517 N Warwick Rd,Somerdale,NJ,8083.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
E-MQIeMGbcbHWtl8-WMxow,Philly Pretzel Factory,"108 Swedesboro Rd, Ste 4",Mullica Hill,NJ,8062.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
qbt1zCsv5aDQoGGjTfbV2A,Dock Street Cafe,"6700 Essington Ave, Unit C-1, Philadelphia Wholesale Produce Market",Philadelphia,PA,19153.0,3.0,https://storage.googleapis.com/2024capstone51/photos/Jnnyt7YhIQRLBXYeF9YScA.jpg,New Content
f2pOTQ5d64XYJ0PeMHfBXQ,Tim Hortons,57 S White Horse Pike,Stratford,NJ,8084.0,3.5,https://storage.googleapis.com/2024capstone51/photos/svjEkzhO1ln6IV66zLAtig.jpg,New Content
8NCYYDGGPtmL4NxQxKUKBA,Burger King,5921 Rising Sun Ave,Philadelphia,PA,19120.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
_iD1PW9uiF8sOXJ4uLm9GA,Delicias Colombianas Sami,410 E Main St,Norristown,PA,19401.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
3xoCPDgE5dEretLD4yFpRw,The Juice Pod,"20 N Newtown Street Rd, Ste 100",Newtown Square,PA,19073.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
nPruiFveAtUcGrUbFBeQuQ,Bark Busters Dog Home Training,,Newtown,PA,18940.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Hk_EjFDeK5u7rlYEUx6a_g,Jaggie's Restaurant,6220 Lansdowne Ave,Philadelphia,PA,19151.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
qv6TSnK4iXZAXxG13mjv-w,Angelina's Panini Bar,Philadelphia International Airport,Philadelphia,PA,19153.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
1nK_pMoriYMXfx2GHVdtkQ,Pizza Warehouse,"1000 Diamond St, Ste 114",Philadelphia,PA,19122.0,3.0,https://storage.googleapis.com/2024capstone51/photos/53LNGAQSL07u8f8z6pYWSg.jpg,New Content
PGFzlPVRUz2rpR9DRAU7dQ,Murph's Irish Pub,401 Philadelphia Pike,Wilmington,DE,19809.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
LxvqbaSzrK7xjfcrxNoM9g,Sarku Japan,1750 Deptford Center Rd,Deptford Township,NJ,8096.0,4.0,https://storage.googleapis.com/2024capstone51/photos/8UrCbluM33cbjO0nRFBdVQ.jpg,New Content
ee90xw9wB5-2JBlcqEDa1g,The Weekday Cafe,"790 Township Line Rd, Ste 100",Yardley,PA,19067.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
_AJaYqoPRdN7sSxuMDQlVw,Wawa,112 West Fourth St,Bridgeport,PA,19405.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
av9TaTSDj96rDEeL5G8N8g,Wawa,101 Warwick Rd,Magnolia,NJ,8049.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
IHhg7wim1CZE7dTGCZ-lag,Edible Arrangements,114 Kings Hwy E,Haddonfield,NJ,8033.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
bhjc85CZ-fBNOQneQczuEw,China Palace Chinese Restaurant,249 Glenside Ave,Holmes,PA,19043.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
VW03li9QzVKRn5F_KET8uA,Sciarrino's Pizza,4 Chester Pike,Darby,PA,19023.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
BojAOFBfFjXELoD09CVlww,Haddon Diner,317 Haddon Ave,Haddon Township,NJ,8108.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
jnE3-OTQPy6k9gHgdMyToQ,State 2 State Seafood,2012 Delmar Dr,Folcroft,PA,19032.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
i0b_xiKIbExKtF3vqo1Bzw,Shake Shack,3601 S Broad St,Philadelphia,PA,19148.0,4.0,https://storage.googleapis.com/2024capstone51/photos/AP6i8GDWMZU-R9bNVUXsPw.jpg,New Content
G6BKeEPl8Pvoy1ra288gHw,Freed's Super Market,2024 Swamp Pike,Gilbertsville,PA,19525.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Qq4bJfagVGJ3Z7BDbkiXuA,Adrian's Sports Bar And Grill,5912 Germantown Ave,Philadelphia,PA,19144.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
-3ArWZfDjfab8qVHf3WVtg,Taste Africa,6518 Woodland Ave,Philadelphia,PA,19142.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
yUqps9Ws3kVfkJbN61xo9A,Liu's Garden,1458 E Lycoming St,Philadelphia,PA,19124.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
CCjzAzmJzvBm-dvfhSAScg,Rooster & The Chick,,Eddington,PA,19020.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
5ZjEI6N5iZ_ACQEjlfABFg,Dunkin',5 E. Crescent Blvd,Collingswood,NJ,8108.0,3.5,https://storage.googleapis.com/2024capstone51/photos/cceye68z31VtErLJjFx3Dw.jpg,New Content
AOaCT7MBizYN09RnP0FYtg,What's In This?,299 S Columbus Blvd,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
ydpTeUOS3fvu3uP47s-_Nw,TM Cafe,1000 W 2nd St,Chester,PA,19013.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
KKGmp8oQC4PkGf7dGvJcmw,Pike Cold Cut Center,241 E Chester Pike,Ridley Park,PA,19078.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
CCWH-7dU8-Hf3eu_EdmcQA,Aj's,8152 Ogontz Ave,Cheltenham,PA,19012.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
QPBNAvpYurDWAkJGSgInow,Vinny G's Bagels and Deli,401 Broad St,Florence,NJ,8518.0,5.0,https://storage.googleapis.com/2024capstone51/photos/P7HxfCXNqWh89ILmc87I-g.jpg,New Content
jlurs6WPxJfG6dVvUYch6w,Wegmans Meals 2GO,50 Foundry Way,Malvern,PA,19355.0,1.5,https://storage.googleapis.com/2024capstone51/photos/p5Y1k0qNe7EmcQvNFtKoVw.jpg,New Content
gdH0yhCQaHjBQ6vd0rYiSA,Krispy Krunchy Chicken,1825-33 West Oregon Ave,Philadelphia,PA,19145.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
oZuEKnJErt81nqXz-8SLow,Parson’s Barbecue,821 Collegeville Rd,Collegeville,PA,19426.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
sY5_2RHM1_dCqd2u_7fzLA,Charito's kitchen,10  Mill St,Mount Holly,NJ,8060.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
DIz7ET7IDNsfvYp7p5RZyA,The Stand,1844 W Hunting Park Ave,Philadelphia,PA,19140.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
I2Yt2mJp0TJkdOnIpuOwew,Tres Jalapenos,744 Christian St,Philadelphia,PA,19147.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Z6KoTK27hd8s4c2HvEhWBw,El Pastorcito Taquearía,604 W Marshall St,Norristown,PA,19401.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
i2Bp5z5TjwhfbcSOn4kcPA,New China House,1556 Haines Rd,Levittown,PA,19055.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
EVDF5kZpL2hI9EBW-oe1gw,Sundance Saloon,3531 Concord Rd,Aston,PA,19014.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
8HjZ0wljKU7diEn9KM5xhg,The Stone's Throw,931 Stony Hill Rd,Yardley,PA,19067.0,3.5,https://storage.googleapis.com/2024capstone51/photos/xvTi69NvTuxSW93G2AIUxw.jpg,New Content
hhC_L7WE5sQB8TkaWxkBwA,Dunkin',1301 N 5th St,Perkasie,PA,18944.0,2.5,https://storage.googleapis.com/2024capstone51/photos/aXcwDHNAS3tTqPZnMluRKA.jpg,New Content
tg8mH91AaGjLL93Eg8mL0A,Popeyes Louisiana Kitchen,122 W Chelten Ave,Philadelphia,PA,19144.0,4.5,https://storage.googleapis.com/2024capstone51/photos/i4GnRw94ybNoAuJLpsma1A.jpg,New Content
ogoe6WcXJnW96rvc3NyMfw,Burger King,381 W Dekalb Pike,King Of Prussia,PA,19406.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
bC69Fsq1LyfPhDzA-F9AiQ,A-1 Pastry Shoppe,"2919 Rte 206, Ste 612",Columbus,NJ,8022.0,3.0,https://storage.googleapis.com/2024capstone51/photos/nIUV_rPqBBCTQuzaYlA44A.jpg,New Content
pZCNjLPZXRznxfC0Vzvh9g,MOM's Organic Market,925 Easton Rd,Roslyn,PA,19001.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
UaJEbU86wjE-5cUfpTTEEg,Golden China,6000 Oxford Ave,Philadelphia,PA,19111.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2-hB3XuoGWsBH4RnEY4FTw,Judy's Kitchen,3300 Arch St,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
5Ynl2kbPc53lnA4XPwnlyQ,KFC,9201 Roosevelt Blvd,Philadelphia,PA,19114.0,2.0,https://storage.googleapis.com/2024capstone51/photos/LHVURyUSjEm5-Vj6Ye1jpQ.jpg,New Content
8f3G8w08ow_dNvnnF9CACA,Chick-fil-A,244 N Route 73,West Berlin,NJ,8091.0,2.0,https://storage.googleapis.com/2024capstone51/photos/lY_jZYKv5GmsYZLJt_PBrA.jpg,New Content
tGCs0AhgubODocZOLqAuMw,State of New Jersey Motor Vehicle Comission,2600 Mt Ephraim Ave,Camden,NJ,8104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2SDa9Vc7opPT1WicNIkVXw,Texas Chicken & Burgers,"3960-80 Kensington Ave, Philadelphia",Pennsylvania,PA,19124.0,2.0,https://storage.googleapis.com/2024capstone51/photos/Cd-BaB2YjyxQWjDoE06X3Q.jpg,New Content
_X6eMQoZX9GdSgSwOapwMA,Vereinigung Erzgebirge,130 Davisville Rd,Warminster,PA,18974.0,4.0,https://storage.googleapis.com/2024capstone51/photos/WaiXRbfldHy8dqbKeH1EUQ.jpg,New Content
XiPmvfzsqSUdwBZfSt3AUA,Wawa,2114 Church Rd,Cinnaminson,NJ,8077.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
rNl7bTmNt7O2EyFq7eOzQw,King Street Pub,1 S King St,Gloucester City,NJ,8030.0,4.0,https://storage.googleapis.com/2024capstone51/photos/_-nVlyK-_d3KgamZ7p-4-w.jpg,New Content
O6Pt0lge8D3UqYZoS3zvlA,Village Caterers,1292 Allentown Rd,Lansdale,PA,19446.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
_alfsQK682Bke9MAfWRKdA,Abeke’s Kitchen,6451 Grays Ave,Philadelphia,PA,19142.0,4.0,https://storage.googleapis.com/2024capstone51/photos/ZCuGFNz1kWTxFOFVUYA7iw.jpg,New Content
HKybYRX9b-Qaobnojl7-6w,Cozette Pizza,443 S St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
-e0akuVf-9zC6vBbQyT0Ng,Crown Fried Chicken,6342 Stenton Ave,Philadelphia,PA,19138.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
cuZMwfLgrYvw86edfMix2w,Will’s + Bill’s Brewery and Restaurant,324 Swedesford Rd,Berwyn,PA,19312.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
x3eNFvMD1LaqpBnJSD6A9Q,P N B Breakfast,6003 N 5th St,Philadelphia,PA,19120.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
fiIoC-QwgqOBbeL7NPu0bA,Taco Bell,4430 North Broad St,Philadelphia,PA,19144.0,2.5,https://storage.googleapis.com/2024capstone51/photos/JW4nC2PziMTjlBqMyoVIAA.jpg,New Content
NxB8M1wnJQ5xoXDiUgqmIg,Burger King,1401-1415 W Wyoming Ave,Philadelphia,PA,19140.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2Gn_WhIitWsxYrDb45VCLQ,N & E Agora Gourmet,917 Tyson Ave,Philadelphia,PA,19111.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
eazV3X8nptiyZk_w-LHXLA,Miss Kathy's,1412 S 5th St,Philadelphia,PA,19147.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Az4V0S5GdA0n24l53Rw7Ig,Wawa,132 Welsh Rd,Horsham,PA,19044.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
AS8rpD29BfuKufmVOeXp9g,Camilas Pizzeria IV - Morrisville,433 Alden Ave,Morrisville,PA,19067.0,3.0,https://storage.googleapis.com/2024capstone51/photos/j1gTSzlVZ4jBTnGhz61icw.jpg,New Content
vBg3hGXN7kQA7vA-DwnHiA,Philly Pretzel Factory,126 Eagleview Blvd,Exton,PA,19341.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
XTWdXSOoUJnIMiVSA-1gDg,Randys Pizza,2906 S Black Horse Pike,Williamstown,NJ,8094.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
fo5dHfWSlVTJiX9aRiggtw,F & M Caterers,3701 Church Rd,Mount Laurel,NJ,8054.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
hpqQzqZdsa3ku36drAAwOA,Jacquelines Pizza & Pasta,108 S Broadway,Gloucester City,NJ,8030.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
yAwSBNIaS2OaRcwuPTJOoQ,Ms D's Soulfood & BBQ,730 E Chelten Ave,Philadelphia,PA,19144.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
5fADzooGB_B6aUctiasJlA,Trattoria Valona,420 S York Rd,Hatboro,PA,19040.0,4.5,https://storage.googleapis.com/2024capstone51/photos/utkcEcfD3d8DY2DWU1d78A.jpg,New Content
48_SDBXTR2aaU220k3hxTg,Frank's Steak Shop,227 Main St,Darby,PA,19023.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
0zHKg3EAOwROEn8hnYRvUg,Groovy Pizza And Cafe,312 Broad St,Florence Township,NJ,8518.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
39Vq4--74ljOpcFqn6vbGw,Frog Commissary,222 N 20th St,Philadelphia,PA,19103.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2mGGwCCRoOB2_yhbl0jfqA,Nick's Pizza,850 W High St,Stowe,PA,19464.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
E3f7uDqc_lrTSLkxIyZWhQ,Domino's Pizza,832 E Philadelphia Ave,Boyertown,PA,19512.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
dS6KYuon9YG_9Ny1IS205A,Little Caesars,624 N White Horse Pike,Somerdale,NJ,8083.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Qc974_Ezjpqg2wW5uoEUxA,Level Up Bar & Lounge,1330 Walnut St,Philadelphia,PA,19107.0,3.5,https://storage.googleapis.com/2024capstone51/photos/OvIP12JSuKi0k-1GJvHX0g.jpg,New Content
1kMT0Sb67WORROJCPOuL0Q,Crab Du Jour - Bustleton,6234 Bustleton Ave,Philadelphia,PA,19149.0,3.0,https://storage.googleapis.com/2024capstone51/photos/LX4gLsivpZjcTXEcZGQD1w.jpg,New Content
Pf-UDqpWj4wAB5KV4kqsTA,Bigheads Beef & Ale of Warminster Square,1499 W Street Rd,Warminster,PA,18974.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
MsahEUyFXv-chom17KI_3w,Appleton Catering,3517 Old Capitol Trl,Wilmington,DE,19808.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
uuU__BibPOdiwn7MdPW4vw,Tan's Finger Lickin Chicken,10090 Roosevelt Blvd,Philadelphia,PA,19116.0,4.0,https://storage.googleapis.com/2024capstone51/photos/yHNqQpGx6ZwnSeTs_8cKcQ.jpg,New Content
Bt0Hz5LfGhwz1dK6MwcRUQ,KFC,3032 N Broad St,Philadelphia,PA,19132.0,2.0,https://storage.googleapis.com/2024capstone51/photos/QsnFYJwAvGDIvW88wRdZVQ.jpg,New Content
VnECSKZnz-tDhDZ74s6k_w,Subway Restaurants,1511 Cecil B Moore Ave,Philadelphia,PA,19121.0,2.5,https://storage.googleapis.com/2024capstone51/photos/zk33JiDszjqTIhX3YLhmKg.jpg,New Content
UVw6-8eNsp1hLOk5VrjIKQ,Arby's,12601 Knights Rd,Philadelphia,PA,19154.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
U_ZnSIQOkxZEvtllpepKNA,Joe's Pizza,5 Main St,Schwenksville,PA,19473.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
f7X5D29E5zDdG-UH7z6UJA,CJ's Americana,434 Pine St,Mount Holly,NJ,8060.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
bECBfbtyRzNXlQvmBgaAcQ,The Andalusia Bar and Grill,971 Bristol Pike,Bensalem,PA,19020.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
MqAvonk4-cJ-7pW78tR1Rw,Stuff'D by Jannah Jewelz,643 N 36th St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
kwxHDNF7MQ9kHd4F7PHCfw,SoBol Yardley,25 S Main St,Yardley,PA,19067.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
acUf_znOnxaUIBzRAVZpzg,Sharples Dining Hall,500 College Ave,Swarthmore,PA,19081.0,4.0,https://storage.googleapis.com/2024capstone51/photos/UmFWv9h8hKKJneNw_VtS5Q.jpg,New Content
752g7SDnEV4Jcj_fsEvWxA,Sicily's Pizza,1819 Lancaster Ave,Wilmington,DE,19805.0,4.5,https://storage.googleapis.com/2024capstone51/photos/-BCMc3zx7-VPfUPEVPbKNA.jpg,New Content
LwBUbOQhi3KKzmJCD7WrDg,Honey's Homebrewed Cafe,300 E High St,Pottstown,PA,19464.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
FW7m9xNqEGyhvKZlm-KFQA,North Hills Country Club,99 Station Ave,Glenside,PA,19038.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
zaeNGZfmOiBzGVqGhRfX3w,Le Caveau,614 S 7th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
YFIk4noVT4mrdF2fiEr85w,Pamela's Gourmet,406 Louviers Dr,Newark,DE,19711.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
c6XVnUpPx-Hq9KWnuelOmg,China Garden,856 S Broad St,Trenton,NJ,8611.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
bw47OCNHoqDMHGEgs5AqQA,Steel Penny Cafe,451A Oakdale Ave,Hatboro,PA,19040.0,5.0,https://storage.googleapis.com/2024capstone51/photos/pVqU8TmX85Rb4-c0rsT2Ag.jpg,New Content
GeRr5axM3-MBI-WKyasiPA,Heady Hoagies,102 Buck Rd,Southampton,PA,18966.0,4.0,https://storage.googleapis.com/2024capstone51/photos/y7WjGVTk8-y0fU-EaVNLkQ.jpg,New Content
mShRkXrlpWJMkTz0dWj5VA,Vituperio Artisan Breads & Studio,1820 West Point Pike,Lansdale,PA,19446.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
VBDGfObS0-P1ixIjocc9Cw,Happy China,4119 Woerner Ave,Levittown,PA,19057.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
GXhExRdP5UUDhoxTRWQfcw,Lee's Chinese Restaurant,9226 Ashton Rd,Philadelphia,PA,19114.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2JJO0xpG5J93Ic8top5luQ,Diablo's Pizzas,34 W Girard Ave,Philadelphia,PA,19123.0,4.0,https://storage.googleapis.com/2024capstone51/photos/WrFo4gaCrePF-2J8yHTQdQ.jpg,New Content
L7R7CGnHw2jlAw2MMRUQow,Brick House Pizza & Restaurant,3332 Grant Ave,Philadelphia,PA,19114.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
n_AeE9Kr75Ot5i-JvwSBTw,Pizata,160 N Gulph Rd,King of Prussia,PA,19406.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
bjE19DpRbN-OgTMVaMwpJg,New York Fried Chicken,2931 N Market St,Wilmington,DE,19802.0,3.0,https://storage.googleapis.com/2024capstone51/photos/wNFenHiSEWWzsqpmURIrXg.jpg,New Content
78X2nrDyQSjO4-VgPI9X2w,Subway,483 Woodlane Rd,Westhampton,NJ,8060.0,2.0,https://storage.googleapis.com/2024capstone51/photos/ivwpjvLzrbhmR1tn_h7yXg.jpg,New Content
z4EPGizY26AmNwy3N5CX_w,La Catrachita Food Truck,1211 E Passyunck St,Philadelphia,PA,19147.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
E_EJIx6Qw74r6clNeVpldQ,Chester Family Pizza,5504 Chester Ave,Philadelphia,PA,19143.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2HLZfbL-6lcr9jhriW6GeA,Subway Restaurants,1381 East Boot Road,West Chester,PA,19380.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Pela9KXyn_tHiQP5df1mUg,Philly Pretzel Factory,2955 Market St,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
pBguunWb0Mu6hDxgZ6j1AQ,Guy Fieri’s Taco Joint,"900 Packer Ave, Live! Casino Hotel",Philadelphia,PA,19148.0,3.5,https://storage.googleapis.com/2024capstone51/photos/YG2sj-n8rN78Y-nQriwNVw.jpg,New Content
ehmz5MfGLWSLr8vKL5LFbg,Ryan's Country Store,417 Marianville Rd,Aston,PA,19014.0,5.0,https://storage.googleapis.com/2024capstone51/photos/UaPAQahAmV67iU8L5tp4KQ.jpg,New Content
ROIohZxWgigjxjLQQ81Adw,Tony's Place,6300 Frankford Ave,Philadelphia,PA,19135.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Kp4WZtGsjw_P_7idsSPX4w.jpg,New Content
5t5MVTVWqPrQkyzsRLlsYQ,Tio Mexican Restaurant,550 Kimberton Rd,Phoenixville,PA,19460.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
3zEedfqHtCrQEUsmPsDNsA,$5 Fresh Burger Stop,2100 W Oregon Ave,Philadelphia,PA,19145.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
6JGcIOiZFOcYon4_lDZA_Q,Not Just Crab,825 Baltimore Pike,Springfield,PA,19064.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
83Fw7PpQR9GY-IEokD7mmg,1201 Bar,1201 S 28th St,Philadelphia,PA,19146.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
6O4vBZKVa0006OWRgZd3OA,China Gourmet,"200 N Route 73, Unit 7",West Berlin,NJ,8091.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
BDJe5GnHM__g0YyfZS3DkQ,Five Star Restaurant,6667 Germantown Ave,Philadelphia,PA,19119.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
X_VJmXGiV6NqPwCrqjwPyw,Nathan's Famous,2955 Market St,Philadelphia,PA,19104.0,1.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
