user,business_id,name,address,city,state,postal_code,stars,hyperlink
Ben,W23Gvu7dJDjPq3PC8Q-f6A,Wah-Gi-Wah,4447 Chestnut St,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/hfskybuSheB44bvVUSWZNw.jpg
Ben,IbfjmW7svGRQs7zIBwx-EA,Her Daughters Cafe,2533 E Clearfield St,Philadelphia,PA,19134.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Ben,9ggTidLF9LPNdyWdCGtrYg,Gooey Looie's,231 McClellan St,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/jlrXZKI0WZ5P3RgA3w2SmA.jpg
Ben,ffi48yk8tmg6NY9iIKZBBQ,Media Bean Cafe',204  S Newtown Street Rd,Newtown Square,PA,19073.0,4.5,https://storage.googleapis.com/2024capstone51/photos/JMMApS8FBQFHgLKVmZYToQ.jpg
Ben,5Gdz1b4bffTJAWXENGtQPA,Pastificio,1528 Packer Ave,Philadelphia,PA,19145.0,4.5,https://storage.googleapis.com/2024capstone51/photos/fb4hJpzkc7er1uVuLainBw.jpg
Ben,C3W3tf6R91zLIlvF64Fleg,Kung Fu Tea,8 E State St,Media,PA,19063.0,4.0,https://storage.googleapis.com/2024capstone51/photos/PcB9AwiG9vahvWYQztEEfQ.jpg
Ben,x4XdNhp0Xn8lOivzc77J-g,Thai Place Restaurant,"700 Nutt Rd, Ste 730",Phoenixville,PA,19460.0,4.5,https://storage.googleapis.com/2024capstone51/photos/j2gfDVLVgINaxSnvEFIouA.jpg
Ben,wMJlbZt2vOTG_FV96gkRVA,Dunkin',1410 Route 38,Cherry Hill,NJ,8002.0,3.5,https://storage.googleapis.com/2024capstone51/photos/CsqGlyhCdvcaFLUfB4K6qA.jpg
Matt,ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,"8500 Essington Ave, A West Terminal",Philadelphia,PA,19153.0,4.0,https://storage.googleapis.com/2024capstone51/photos/J5K8cVKyXzpNFshZTA8xeA.jpg
Matt,64i1xdiU1Wvo1Cuu0erFGA,Megu Sushi & Hibachi,"1990 Marlton Pike E, Ste 18",Cherry Hill,NJ,8003.0,3.5,https://storage.googleapis.com/2024capstone51/photos/9dlTZ000kHiNMsC18HOJZQ.jpg
Matt,F9N4o6uuocwm3lPkhmK3yQ,Nagomi,256 N Keswick Ave,Glenside,PA,19038.0,4.0,https://storage.googleapis.com/2024capstone51/photos/ztoWw4Vzn7u_0_vOQ2qodw.jpg
Matt,DUaQSnLnsk3V9IWtkP6uFw,Issho Sushi And Steakhouse,216 N Pottstown Pike,Exton,PA,19341.0,4.5,https://storage.googleapis.com/2024capstone51/photos/TUq2O-o9aAhWOAELiXXyxg.jpg
Matt,v2tctxDffyuHiNGSfb4Umw,Sake Hana,801 Gap Newport Pike,Avondale,PA,19311.0,4.0,https://storage.googleapis.com/2024capstone51/photos/GFHsoeaMQ6eyyhszYZrsHA.jpg
Matt,FotR6jku5WWtm8THC4T7ig,Pizzeria L'Angolo,4105 Main St,Philadelphia,PA,19127.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Matt,O-6k7VRRnwxwve_Zyb-a1g,Akira Japanese Restaurant,"700 Haddonfield Berlin Rd, Ste 24",Voorhees,NJ,8043.0,3.5,https://storage.googleapis.com/2024capstone51/photos/QaZ5jM6o7JaMrUHbl1XSGA.jpg
Matt,-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917.0,4.0,https://storage.googleapis.com/2024capstone51/photos/t_ALrn46VXOhfATn98Le8g.jpg
Faye,r9tZgXNo195pmmCJJl5yeA,Meatball U.,30 S High St,West Chester,PA,19382.0,5.0,https://storage.googleapis.com/2024capstone51/photos/6hWJs8Wmh5tZZ_SVlqVhGg.jpg
Faye,yzQVHL2o2lTX6EwF0iSqTQ,Esposito's Porchetta,1627 S 10th St,Philadelphia,PA,19148.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Faye,DHMTaMk6JEcgYC2mIwi0hw,Cafe Ole In The Valley,1051 County Line Rd,Huntingdon Valley,PA,19006.0,4.5,https://storage.googleapis.com/2024capstone51/photos/ohtPQ35zoWqm_1j3lrt9dg.jpg
Faye,PecqcrdE7BPxKPO7VRtfiA,Tung's Gardens,1169 W Baltimore Pike,Media,PA,19063.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Faye,khAWUr9mwUi4JwOpwyswQw,Aldar Bistro,281 Montgomery Ave,Bala Cynwyd,PA,19004.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Faye,R-9KmbMBa6DMzurbBmYpDw,The Lunch Box,700 S High St,West Chester,PA,19383.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Faye,8PeseJedpoXHfb87q3lZRw,All About Catering,"2135 Bustard Rd, Ste 8",Lansdale,PA,19446.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Faye,E6XroNxiqhu5lTBRNyd69g,King's Corner,603 Summit Ave,Jenkintown,PA,19046.0,3.5,https://storage.googleapis.com/2024capstone51/photos/C11MgCfuYgrEezE5bvZ3Mw.jpg
Stephen,cSaUgIMQzE06nNnXI4yU4A,The Olive Tree Greek Grill,231 W Lancaster Ave,Paoli,PA,19301.0,4.5,https://storage.googleapis.com/2024capstone51/photos/s0OJ1LVzJlAocPoYUmB7ow.jpg
Stephen,i_ebZdLk-SePyN6VQYdL-g,Fattoush,182 Lancaster Ave,Malvern,PA,19355.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Uq51hUlEgWIcq1qRpVPcmg.jpg
Stephen,JKWESf5gIZ5CKj_FJ_E1eg,Plum Tree Garden,2034 E Old Lincoln Hwy,Langhorne,PA,19047.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Stephen,fnYeFeEriwGpbieRIkvDOw,Dizengoff,3401 Walnut St,Philadelphia,PA,19104.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Stephen,NZs2vxZJe8a5g9pK5gzooA,Johnny's Pizza,5 Main St,Schwenksville,PA,19473.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Stephen,c6r29yLfVhZaSyrtsNVLRQ,The Palace of Indian,1533 S 11th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/2rLkGhfZD6s3dhAv4uOcRw.jpg
Stephen,WksAo-C-Wl4RRz4sgQjZLw,Naf Naf Grill,"1041 NJ-73, Ste B",Marlton,NJ,8053.0,3.5,https://storage.googleapis.com/2024capstone51/photos/opNoTGOK6cC2p1iGjWxZEg.jpg
Stephen,s7xAR7fFHh2a28E62B7tVQ,Place One,"1336 Bristol Pk, Ste E",Bensalem,PA,19020.0,3.5,https://storage.googleapis.com/2024capstone51/photos/7tSccrcdWJOGIaJ7qZbbnA.jpg
Shaina,-uhn-iY4lJvWqoBXDghjZA,Brown's Doughnut  & Pastry,164 Main St,Dublin,PA,18917.0,4.5,https://storage.googleapis.com/2024capstone51/photos/2kl-RRiqKhQ2gibxRhsiUg.jpg
Shaina,aDvsKgUSTQaZ_yM-ZcWWcg,Naked Lunch,1149 E Lancaster Ave,Bryn Mawr,PA,19010.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Shaina,1FCxJuEH_3tmxUDVPv1qfw,Poe's Sandwich Joint,1710 N 5th St,Philadelphia,PA,19122.0,4.0,https://storage.googleapis.com/2024capstone51/photos/ahhmsqupbE2Q3TwrJlTcHQ.jpg
Shaina,rL934jVE8d15MllyiOHnRA,The Porch,"Courtyard Marriott, 1737 Sumneytown Pike",Lansdale,PA,19446.0,3.5,https://storage.googleapis.com/2024capstone51/photos/2FpEcDIgodKlEousf2pLVA.jpg
Shaina,V5tCeElfEgLsWN78eJgKhA,Bridgets Steakhouse,8 W Butler Ave,Ambler,PA,19002.0,4.0,https://storage.googleapis.com/2024capstone51/photos/BSSoHm5ivSwHJNzy4zKW2w.jpg
Shaina,jzd6tUCIYEitbQqASionpA,Undrgrnd Donuts,,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/PSDifDCvVc3mJrigKduxWQ.jpg
Shaina,U0frEDR7i0XzqzcDHW5pmQ,Chocolate Therapy,16 Marchwood Rd,Exton,PA,19341.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Shaina,vWXF2sI-RGk-mflO_gqzWg,Mt Royal Inn,137 Kings Hwy,Mount Royal,NJ,8061.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Phanna,5OoFsXfKgASrN_bMVTpxMA,Voix,"2825 Cottman Ave, Unit 1",Philadelphia,PA,19149.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Phanna,oY6osC4Ch3PvguA7D1hh_w,Starbucks,1251 Route 130 S,Cinnaminson,NJ,8077.0,4.5,https://storage.googleapis.com/2024capstone51/photos/zN_zaPoTP0BiIVC36ScxCA.jpg
Phanna,vJLv0SngNqbst2c5ck-csA,Crystal Tea Room At Wanamaker,100 Penn Square E,Philadelphia,PA,19107.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Phanna,OChSrnaj5tQ1-wm7zoVT4w,Gyu-Kaku Japanese BBQ,1901 Callowhill St,Philadelphia,PA,19130.0,3.5,https://storage.googleapis.com/2024capstone51/photos/iLjjE7_tPJjmxJzPTBZUAw.jpg
Phanna,JDv3h1xRFIW8fXckqgTdRg,Fuji Mountain,2030 Chestnut St,Philadelphia,PA,19103.0,4.0,https://storage.googleapis.com/2024capstone51/photos/lQeNbhSt_sLXFjMCm513ag.jpg
Phanna,WdS2zyg6lJNeTLMIvkmWAQ,Kumo Sushi & Asian Bistro,"99 Market St, Ste 1, Providence Town Ctr",Collegeville,PA,19426.0,4.0,https://storage.googleapis.com/2024capstone51/photos/degawkostrfsHvspJpH8Pg.jpg
Phanna,h1L1nOBt2P8IkfPexu0T6w,The Village Teahouse,1919 W Point Pike,West Point,PA,19486.0,3.5,https://storage.googleapis.com/2024capstone51/photos/9ZYRg023psm3Dn1ylD2L7g.jpg
Phanna,ffi48yk8tmg6NY9iIKZBBQ,Media Bean Cafe',204  S Newtown Street Rd,Newtown Square,PA,19073.0,4.5,https://storage.googleapis.com/2024capstone51/photos/JMMApS8FBQFHgLKVmZYToQ.jpg
Nicole,OO-bjy2WcEV4QOWljp9_3A,Joa Sushi,571 S Broad St,Lansdale,PA,19446.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Nicole,HIAJ2mnlm_pP38_8GbgQ5g,Hmart,1138 Bristol Oxford Valley Rd,Levittown,PA,19057.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Nicole,pNlGjJsUwNKrxIAy0AvhiA,Sakura hibachi sushi thai,609 S Trooper Rd,Norristown,PA,19403.0,4.0,https://storage.googleapis.com/2024capstone51/photos/ymslic95bRg2TbSkSM62Sw.jpg
Nicole,ZfVE14oObX2_xcmHZSqXBQ,Creed's Seafood & Steaks,499 N Gulph Rd,King of Prussia,PA,19406.0,3.5,https://storage.googleapis.com/2024capstone51/photos/81dsGPQXjN9PVW_i_jH6Yw.jpg
Nicole,H9Qk48EFNBwFiRd7bw-K4A,Orchid Asian Fusion,3025 Rt 130,Delran,NJ,8075.0,4.0,https://storage.googleapis.com/2024capstone51/photos/rzFIHa4uvccTjQP1I7aEbw.jpg
Nicole,Hfv00bSvms_YLkJyQ5aC1w,Mill Creek,1 Mill Creek Rd,Morrisville,PA,19067.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Nicole,EQr26hrk8cEYsZjaMVU57g,Kegler's,3031 New Castle Ave,New Castle,DE,19720.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Nicole,K_s-9Wd6vXSfnxYFzhE0Kw,Kei Sushi Restaurant,1711 South St,Philadelphia,PA,19146.0,4.5,https://storage.googleapis.com/2024capstone51/photos/E6SsMsJ15yERH70WvJMJVg.jpg
Andrea,RTwDv2oLE3gzAZlf63OPXA,Rat's Restaurant,16 Fairgrounds Rd,Hamilton,NJ,8619.0,3.5,https://storage.googleapis.com/2024capstone51/photos/SpZEJDpDIzzgiVYwy0ZrRw.jpg
Andrea,ZhEJ98pvDE0E5DFyIQBAGg,Vince's Pizzeria and Taproom,573 Durham Rd,Newtown,PA,18940.0,4.0,https://storage.googleapis.com/2024capstone51/photos/lqST0d0Jv80dNok-TxDjeg.jpg
Andrea,rF0xI_3jjlsEKp3N0Z0BuQ,Trattoria Totaro,639 Spring Mill Ave,Conshohocken,PA,19428.0,4.0,https://storage.googleapis.com/2024capstone51/photos/KSJM7rohZhKsJXjG26OXlA.jpg
Andrea,Ims_IgNKoDts2FdFNROQJQ,Los Machetes Authentic Mexican Restaurant,856 Chester Pike,Prospect Park,PA,19076.0,4.0,https://storage.googleapis.com/2024capstone51/photos/YmzPoKTrKVG2ffUt6fGonA.jpg
Andrea,nOVUeN4lQAnrwskMMJ4nEw,Pho Mi Rittenhouse,106 S 20th St,Philadelphia,PA,19103.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Andrea,jt1TfLJQN20aoVskD_8DuQ,"Angelino's Restaurant, Fairmount- Philadelphia",849 N 25th St,Philadelphia,PA,19130.0,4.0,https://storage.googleapis.com/2024capstone51/photos/3lrTYCWV5t8Er99SxcOVpw.jpg
Andrea,uBDXcXlLR9IuRV1N2m0SPQ,Pho Street,2104 Market St,Philadelphia,PA,19103.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Spi2WxDc0x6smC53QwEZyA.jpg
Andrea,nOVUeN4lQAnrwskMMJ4nEw,Pho Mi Rittenhouse,106 S 20th St,Philadelphia,PA,19103.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Matt,z9i9Tym7T64lMDg70Ii9hw,Stoney's British Pub,3007 Concord Pike,Wilmington,DE,19803.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Matt,CjNgviOrZCvbrewoR7_SgA,Cafe Americana,"350 Scarlett Rd, Ste 19",Kennett Square,PA,19348.0,4.5,https://storage.googleapis.com/2024capstone51/photos/5RdWcWjcWsSzccrvQAoG3g.jpg
Matt,pJl-G1h3SBDS1it4sTpS_Q,El Meson Latin American Cuisine,6625 Castor Ave,Philadelphia,PA,19149.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Matt,xYHDcds5WortjUJnfvh_wA,Chili Garden,4626 Baltimore Ave,Philadelphia,PA,19143.0,3.5,https://storage.googleapis.com/2024capstone51/photos/LN6CSjHfCuLH8th-J4Qy_A.jpg
Matt,Z1BXJmTyQKhJ-C4lCBpAZQ,JJ Asian Cuisine,627 Main St,Harleysville,PA,19438.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Matt,Nre140uX7xbHK2W80kzO6A,Gachi Sushi and Noodle,"8000 Essington Ave, Terminal E",Philadelphia,PA,19153.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Matt,ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,"8500 Essington Ave, A West Terminal",Philadelphia,PA,19153.0,4.0,https://storage.googleapis.com/2024capstone51/photos/J5K8cVKyXzpNFshZTA8xeA.jpg
Matt,ns0RYfhXBADuEeuEQmTl7A,Sparky's Cafe,1600 Calcon Hook Rd,Glenolden,PA,19036.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Chris,PAtdFQjNR0S3-E4fsPMB_g,Kim Sum,5201 Rte 38 W,Pennsauken,NJ,8109.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Chris,wWCMzx3Z6Tpg66OkrsD60w,Rams Head Bar & Grill,40 E Market St,West Chester,PA,19382.0,4.0,https://storage.googleapis.com/2024capstone51/photos/DRNZSzgEz6Zp0zyoixt0BA.jpg
Chris,ra6Ejpr6Y5nJL1Um6pzTdg,Mustard Greens Restaurant,622 S 2nd St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Chris,DNMDGalFejExZqwb_YVQnQ,Café Isla,24 S Plum St,Media,PA,19063.0,4.0,https://storage.googleapis.com/2024capstone51/photos/OuILKOwznD3IWV841gpI8w.jpg
Chris,G2n77sQxr0XqPekhTu6HvA,Germantown Espresso Bar,26 Maplewood Mall,Philadelphia,PA,19144.0,4.5,https://storage.googleapis.com/2024capstone51/photos/xorKe5HJJWySGBa-7hjkbQ.jpg
Chris,XuNaGjCMwz82JXJmesFplg,The Yard Pub,300 W Chester Pike,Havertown,PA,19083.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Chris,BypYxOw7LRO8zjFMxRWdDQ,Pret A Manger,530 Jfk Memorial Hwy,Newark,DE,19702.0,4.0,https://storage.googleapis.com/2024capstone51/photos/MfPbTCu0Ocr988AkluJhIg.jpg
Chris,K_s-9Wd6vXSfnxYFzhE0Kw,Kei Sushi Restaurant,1711 South St,Philadelphia,PA,19146.0,4.5,https://storage.googleapis.com/2024capstone51/photos/E6SsMsJ15yERH70WvJMJVg.jpg
Kristin,i8sAWCAZzWH9SGHopT_SIg,DiFabio's Market & Tap,1243 N Providence Rd,Media,PA,19063.0,4.0,https://storage.googleapis.com/2024capstone51/photos/JJRWtlCyftzHwUw9VqSexw.jpg
Kristin,TCAaeZi4m_RwUTTbZseRmg,Hearthside,801 Haddon Ave,Collingswood,NJ,8108.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Spa0rKSCS7EJt1CpV52JMA.jpg
Kristin,22uHGWZ2WkhvmZDVBGcdEQ,Fuji Hibachi And Chinese Cuisine,1007 Macdede Blvd,Collingdale,PA,19023.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Kristin,mYbEGFsRcA0tfUNSYcBJMA,Golden River Restaurant,"8 E Scott St, Ste 10",Riverside,NJ,8075.0,5.0,https://storage.googleapis.com/2024capstone51/photos/GZXnJRjQ7RE0DAXLJ_QQVw.jpg
Kristin,Q-VpaBdMvjCnoH6MotR8lw,World Market,"751 Horsham Rd, Unit B2",Lansdale,PA,19446.0,4.0,https://storage.googleapis.com/2024capstone51/photos/6BLCjU8eU3yXjz_Uf934Tg.jpg
Kristin,Hzmx-I6ZGIhWM8OmMZtXyw,JT Brewski's Pub,510 S Oak Ave,Aldan,PA,19018.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Kristin,F5g0nskSr_xd0XxXTsKoPQ,Mancuso Lucio J & Son,1902 E Passyunk Ave,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Kristin,_PvljXZHQlUmL8SuOXF8ug,New Deck Tavern,3408 Sansom St,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/f-bgFAtOx1YFnuiTV9zI9w.jpg
Valerie,AGlh4ZDv6jnoiYfz7At9mw,Dim Sum Garden,1020 Race St,Philadelphia,PA,19107.0,4.0,https://storage.googleapis.com/2024capstone51/photos/_Rb8erugOe-11P843FBt-A.jpg
Valerie,NQ01WqVX0tojNHKn-0sFww,Tir na nOg Irish Pub,1600 Arch Pkwy,Philadelphia,PA,19103.0,3.5,https://storage.googleapis.com/2024capstone51/photos/V6CYriF6jN3d3WlAnJQu6Q.jpg
Valerie,-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917.0,4.0,https://storage.googleapis.com/2024capstone51/photos/t_ALrn46VXOhfATn98Le8g.jpg
Valerie,VcwdSsoGhQAwo7Th3MWBOw,Los Taquitos De Puebla,241 N Dupont Hwy,New Castle,DE,19720.0,3.5,https://storage.googleapis.com/2024capstone51/photos/WChyVpgl7QsSTfWfkp7tkA.jpg
Valerie,VcwdSsoGhQAwo7Th3MWBOw,Los Taquitos De Puebla,241 N Dupont Hwy,New Castle,DE,19720.0,3.5,https://storage.googleapis.com/2024capstone51/photos/WChyVpgl7QsSTfWfkp7tkA.jpg
Valerie,fNrIpFcGr8-lMgTQJLRayQ,Dim Sum Factory - Horsham,303 Horsham Rd,Horsham,PA,19044.0,4.0,https://storage.googleapis.com/2024capstone51/photos/RoMBeHY9Wvbq9KxBuuVdxg.jpg
Valerie,SoejkxNm51OWbgXiP9Useg,Fireside Family Restaurant,401 Woodbury Glassboro Rd,Sewell,NJ,8080.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Valerie,8tOXw_sIzLab5r7fAF_U4w,Monaghan's Irish Pub,414 Powhattan Ave,Essington,PA,19029.0,4.5,https://storage.googleapis.com/2024capstone51/photos/pdUfNEDjfnYemYqJKgwk4g.jpg
Ryan,2pDXWt8KnncH7FEHL25NvA,IL Granaio,711 Concord Rd,Glen Mills,PA,19342.0,4.5,https://storage.googleapis.com/2024capstone51/photos/bHKzjJPKvTDDPQoM5j7amw.jpg
Ryan,hFa7UxRZgJDQJ3UBhQsu9A,Piccolina Toscana,1412 N Dupont St,Wilmington,DE,19806.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Gd-OJBWBE6kXrHkyhGtZ8Q.jpg
Ryan,KfnMkNJrQQMmqNs34aAXBw,Nourishing Storm Studio & Cafe,124 N York Rd,Hatboro,PA,19040.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Af29UGrBFwdiRlFl5TRt5A.jpg
Ryan,Cdytv_YhJO0W0Ab8t2xLtg,Nipper's Pub,1205 Delsea Dr,Woodbury,NJ,8096.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Ryan,yMq9b-R8Z_K6Uhw6z-zZSg,Overhill Flowers,6231 Lancaster Ave,Philadelphia,PA,19151.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Ryan,422ajFSyytck5b5x63Umdg,Richboro Coffee,"130 Almshouse Rd, Ste 205",Richboro,PA,18954.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Ryan,pf0o9mamFsNXeVNwUC61yQ,Bella Maria's Pizzeria,808 Bethlehem Pike,Flourtown,PA,19031.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Ryan,EROSyhoWNCUH53NrDrsHgQ,Mary's Kountry Kitchen,222 Main St,Wilmington,DE,19804.0,4.0,https://storage.googleapis.com/2024capstone51/photos/aN8PFUpPKTx_I6iMRJV93g.jpg
Karen,JYmRXNPd9hlp72ycpl4dtQ,Bao & Bun Studio,"5401 Tacony St, Bldg 39",Philadelphia,PA,19137.0,5.0,https://storage.googleapis.com/2024capstone51/photos/SRRAKWfz5xT4mpSl4D2c3A.jpg
Karen,7YZvdYY9ql6cf3OBdxZvsw,Jalapeños Grill &' Bar,314 Jersey Ave,Gloucester City,NJ,8030.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Karen,lPuL8YgBHLhwaVp8ubMOFw,Dekalb Produce,1530 Dekalb Pike,Blue Bell,PA,19422.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Karen,65024MqvGVwOvseDL8l_-w,The Juice Joint,323 Justison St,Wilmington,DE,19801.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Karen,mLDc_u44EiqJCSR3L4nQZw,Attic Brewing Company,137 Berkley St,Philadelphia,PA,19144.0,4.5,https://storage.googleapis.com/2024capstone51/photos/MetMaTAkBP7nTdH6PiJbOw.jpg
Karen,JjYmXia9-Dy0tGqI088Hfg,La Cabra Brewing,642 Lancaster Ave,Berwyn,PA,19312.0,4.5,https://storage.googleapis.com/2024capstone51/photos/3TibpPOCuBhn1zHojZyaWA.jpg
Karen,mLDc_u44EiqJCSR3L4nQZw,Attic Brewing Company,137 Berkley St,Philadelphia,PA,19144.0,4.5,https://storage.googleapis.com/2024capstone51/photos/MetMaTAkBP7nTdH6PiJbOw.jpg
Karen,opVI-uorLFVxnv0urDKZUw,Oink Johnson's Southern BBQ,6370 Easton Rd,Pipersville,PA,18947.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Tati,ugSVRAKO6mxvsrElFg8USw,México Lindo,700 Moore St,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/tQOkQh3wYZDfDtWm2fmptA.jpg
Tati,-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917.0,4.0,https://storage.googleapis.com/2024capstone51/photos/t_ALrn46VXOhfATn98Le8g.jpg
Tati,1j7Y1eek07NRv_SkBOJFgA,The Ridley House,2107 Mac Dade Blvd Holmes Pa,Holmes,PA,19043.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Pu9xNck-UuO3pIqvQB8k2g.jpg
Tati,joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,128 N Wayne Ave,Wayne,PA,19087.0,4.5,https://storage.googleapis.com/2024capstone51/photos/TgjLpBV1Ke3B6-3ciLKu0A.jpg
Tati,Ims_IgNKoDts2FdFNROQJQ,Los Machetes Authentic Mexican Restaurant,856 Chester Pike,Prospect Park,PA,19076.0,4.0,https://storage.googleapis.com/2024capstone51/photos/YmzPoKTrKVG2ffUt6fGonA.jpg
Tati,gyUBYwpUO_u0nqZdre4l1g,Shanghai Express,Church Rd & Hainespo,Marlton,NJ,8053.0,4.0,https://storage.googleapis.com/2024capstone51/photos/GbtXkJAIFuhePXPOr4l2ZA.jpg
Tati,r08CGs3hygzCtBcmZYpZsg,Jae Seafood by Tommy,"403 Philadelphia Pike, Ste 1",Wilmington,DE,19809.0,4.0,https://storage.googleapis.com/2024capstone51/photos/NuNV1EL_rkWY0Zi6wfSAtg.jpg
Tati,r0Gz71sm-Wsh4J4kjiaViw,Mom's Seafood,2312 N 29th St,Philadelphia,PA,19132.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Lene,Us3tge4ggVm8JwL9DzahRA,McGlone's Stanley Kup Inn,209 Baltimore Pike,Springfield,PA,19064.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Lene,MbXgT7Bi4LWebhKB1vWFgw,New Deshi Village Halal Restaurant,2864 Ridge Pike,Norristown,PA,19403.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Lene,bgxDswHIdFP0Go0pNfyAAw,Hummus Grill,3931 Walnut St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/dJ1lO1De073sIDEDtqS6-Q.jpg
Lene,UljbSHv00PKS6YUnnCiSZA,Desert Rose,305 W State St,Media,PA,19063.0,4.0,https://storage.googleapis.com/2024capstone51/photos/tTC256LJMT6ixjy3w6a2fg.jpg
Lene,LxUXGHOQ_G6ufOLDlUEvFg,Halal Kabab and Curry,7233 Marshall Rd,Upper Darby,PA,19082.0,4.0,https://storage.googleapis.com/2024capstone51/photos/_Zz2Pa93opxFMlONGai-sg.jpg
Lene,yMq9b-R8Z_K6Uhw6z-zZSg,Overhill Flowers,6231 Lancaster Ave,Philadelphia,PA,19151.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Lene,SczLxo7EPukLqteIJ_c7OA,Three Elements,2501 N 2nd St,Philadelphia,PA,19133.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Lene,OO-bjy2WcEV4QOWljp9_3A,Joa Sushi,571 S Broad St,Lansdale,PA,19446.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Jill,8kUTYaMe3F7tVDrztrC7fw,Dresher Farm Market,2038 Limekiln Pike,Dresher,PA,19025.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
